Text,Label
"Un hemangioma puede estar presente al nacer, pero aparece con más frecuencia durante los primeros meses de vida. Comienza como una marca plana y roja en cualquier parte del cuerpo, con mayor frecuencia en la cara, el cuero cabelludo, el pecho o la espalda. Por lo general, un niño tiene solo una marca. Algunos niños pueden tener más de uno, particularmente si nacen en un parto múltiple.
Durante el primer año de vida de tu hijo, la marca roja crece rápidamente hasta convertirse en una protuberancia esponjosa y de aspecto gomoso que sobresale de la piel. El hemangioma entonces entra en una fase de reposo y, eventualmente, comienza a desaparecer lentamente.
Muchos hemangiomas desaparecen antes de los 5 años de edad y la mayoría desaparecen antes de los 10 años. Una vez que el hemangioma desaparece, la piel puede quedar ligeramente decolorada o elevada.
Cuándo debes consultar con un médico
El médico de tu hijo controlará el hemangioma durante chequeos de rutina. Ponte en contacto con el médico de tu hijo si el hemangioma sangra, forma una llaga o parece infectado.
Busca atención médica si la afección interfiere en la visión, la respiración, la audición o la eliminación de tu hijo.",Hemangioma
"Dolor en la parte superior derecha del abdomen
Sensación de saciedad después de comer solo una pequeña cantidad de comida
Náuseas
Vómitos
Sin embargo, estos síntomas no son específicos y pueden deberse a otra cosa, incluso si tienes un hemangioma hepático.
Cuándo debes consultar con un médico
Solicita una consulta con el médico si tienes cualquier signo o síntoma persistente que te preocupe.",Hemangioma hepático
"Pierdes el conocimiento
Tienes un dolor de cabeza persistente
Tienes vómitos, debilidad, visión borrosa, inestabilidad
Si los signos y síntomas no son evidentes inmediatamente después de un golpe en la cabeza, estate atento a los cambios físicos, mentales y emocionales. Por ejemplo, si alguien aparenta estar bien luego de un golpe en la cabeza y puede hablar, pero luego pierde la conciencia, busca atención médica inmediata.
Además, aun si te sientes bien, pídele a alguien que te vigile. Es posible que tengas pérdida de la memoria luego de un golpe en la cabeza, de modo que, con el tiempo, podrías llegar a olvidar que lo tuviste. Es más probable que alguien a quien le pidas reconozca los signos de advertencia y consiga atención médica inmediata.",Hematoma intracraneal
"Dolor articular
Dolor abdominal
Fatiga
Debilidad
Diabetes
Pérdida del deseo sexual
Impotencia
Insuficiencia cardíaca
Insuficiencia hepática
Piel de color bronce o gris
Pérdida de memoria
Cuándo suelen aparecer los signos y síntomas
La hemocromatosis hereditaria está presente al nacer. Pero la mayoría de las personas no experimentan signos y síntomas hasta más tarde en la vida, generalmente después de los 40 años en los hombres y después de los 60 en las mujeres. Las mujeres son más propensas a desarrollar síntomas después de la menopausia, cuando ya no pierden hierro con la menstruación y el embarazo.
Cuándo consultar al médico
Consulta al médico si presentas alguno de los signos y síntomas de hemocromatosis hereditaria. Si tienes un familiar inmediato que tiene hemocromatosis, consulta al médico sobre las pruebas genéticas para determinar si heredaste el gen que aumenta el riesgo de hemocromatosis.",Hemocromatosis
"Signos o síntomas de sangrado en el cerebro
Una lesión en la que el sangrado no se detiene
Articulaciones inflamadas que se sienten calientes al tacto y duelen al flexionarse
Si tienes antecedentes familiares de hemofilia, es posible que debas hacerte pruebas genéticas para determinar si eres portadora de la enfermedad antes de formar una familia.",Hemofilia
"El signo más evidente de una hemorragia subconjuntival es una mancha de color rojo brillante en la parte blanca (esclerótica) del ojo.
A pesar de que el ojo luce ensangrentado, una hemorragia subconjuntival no ocasiona modificaciones en la vista, secreciones del ojo ni dolor. La única molestia que puedes sentir es una sensación rasposa en la superficie del ojo.
Cuándo debes consultar con un médico
Si presentas hemorragias subconjuntivales recurrentes u otros sangrados, consulta con el médico.",Hemorragia subconjuntival (rotura de un vaso sanguíneo en el ojo)
"Dolor intenso
Hinchazón
Inflamación
Un bulto duro cerca del ano
Cuándo debes consultar con un médico
Si tienes sangrado durante las deposiciones o tienes hemorroides que no mejoran después de una semana de cuidado en el hogar, habla con tu médico.
No asumas que el sangrado rectal se debe a las hemorroides, especialmente si tienes cambios en los hábitos intestinales o si las heces cambian de color o consistencia. El sangrado rectal puede darse en otras enfermedades, incluido el cáncer colorrectal y el cáncer anal.
Busca atención de emergencia si tienes grandes cantidades de sangrado rectal, aturdimiento, mareos o vértigo.",Hemorroides
"Tienes signos o síntomas de hepatitis alcohólica
No puedes controlar tu ingesta de alcohol
Te gustaría recibir ayuda para reducir tu consumo de alcohol",Hepatitis alcohólica
"Fatiga
Malestar abdominal
Color amarillento en la piel y la parte blanca de los ojos (ictericia)
Agrandamiento del hígado
Vasos sanguíneos anormales en la piel (angiomas aracniformes)
Sarpullidos
Dolores de las articulaciones
Ausencia de periodos menstruales
Cuándo debes consultar con un médico
Solicita una consulta con tu médico si tienes signos o síntomas que te preocupan.",Hepatitis autoinmunitaria
"Aparición de hemorragias con facilidad
Propensión a hematomas
Fatiga
Falta de apetito
Coloración amarillenta de la piel y los ojos (ictericia)
Orina de color oscuro
Picazón en la piel
Acumulación de líquido en el abdomen (ascitis)
Hinchazón en las piernas
Pérdida de peso
Confusión, somnolencia y dificultad en el habla (encefalopatía hepática)
Vasos sanguíneos en forma de araña en la piel (araña vascular)
Toda infección crónica de hepatitis C comienza con una fase aguda. La hepatitis C aguda generalmente no se diagnostica porque rara vez causa síntomas. Cuando los signos y síntomas están presentes, pueden incluir ictericia, junto con fatiga, náuseas, fiebre y dolores musculares. Los síntomas agudos aparecen de uno a tres meses después de la exposición al virus y duran de dos semanas a tres meses.
La infección por hepatitis C aguda no siempre se vuelve crónica. Algunas personas eliminan el VHC del cuerpo después de la fase aguda, un resultado conocido como eliminación viral espontánea. En los estudios de personas diagnosticadas con el VHC agudo, las tasas de eliminación viral espontánea han variado entre el 15 % y el 25 %. La hepatitis C aguda también responde bien a la terapia antiviral.",Hepatitis C
"Pérdida de apetito
Náuseas y vómitos
Dolor en la parte alta del abdomen
Coma
Si sospechas de una sobredosis de paracetamol, llama inmediatamente al 911, a los servicios de urgencia locales o, en los Estados Unidos, a un centro de toxicología al 800-222-1222. No esperes a que los síntomas avancen. Una sobredosis de paracetamol puede ser mortal, pero puede tratarse satisfactoriamente si se trata poco después de la ingestión.",Hepatitis tóxica
"Viajaste fuera del país recientemente, en especial, a México o a América del Sur o Central, o estuviste en zonas con higiene deficiente
Comiste recientemente en un restaurante que informa un brote de hepatitis A
Alguien cercano a ti, como un compañero de habitación o una persona responsable del cuidado, recibe un diagnóstico de hepatitis A
Tuviste relaciones sexuales recientemente con alguien que tiene hepatitis A",Hepatitis A
"Dolor abdominal
Orina oscura
Fiebre
Dolor articular
Pérdida del apetito
Náuseas y vómitos
Debilidad y fatiga
Color amarillento en la piel y en la parte blanca de los ojos (ictericia)
Cuándo consultar al médico
Si sabes que has estado expuesto a la hepatitis B, comunícate con el médico de inmediato. Un tratamiento preventivo puede reducir el riesgo de infección si lo recibes dentro de las 24 horas posteriores a la exposición al virus.
Si crees que tienes signos y síntomas de hepatitis B, comunícate con el médico.",Hepatitis B
"La mayoría de las hernias de disco ocurren en la espalda lumbar, aunque también pueden ocurrir en el cuello. Los signos y síntomas dependen de la ubicación del disco y de si el disco está presionando un nervio. Por lo general, afectan un lado del cuerpo.
Dolor en brazos o piernas. Si tu hernia de disco se encuentra en la espalda lumbar, normalmente sentirás más dolor en los glúteos, el muslo y la pantorrilla. También podrías tener dolor en parte del pie. Si tu hernia de disco está en el cuello, normalmente sentirás más dolor en el hombro y el brazo. Este dolor puede aparecer en el brazo o la pierna cuando toses, estornudas o te mueves a ciertas posiciones. El dolor se describe a menudo como agudo o ardiente.
Dolor en brazos o piernas.
Entumecimiento u hormigueo. Las personas que tienen una hernia de disco a menudo presentan entumecimiento u hormigueo que se irradia en la parte del cuerpo servida por los nervios afectados.
Entumecimiento u hormigueo.
Debilidad. Los músculos servidos por los nervios afectados tienden a debilitarse. Esto puede hacer que tropieces o se afecte tu capacidad para levantar o sostener objetos.
Debilidad.
Puedes tener una hernia de disco sin síntomas. Es posible que no sepas que la tienes a menos que aparezca en una imagen de la columna vertebral.
Cuándo debes consultar con un médico
Busca atención médica si tu dolor de cuello o de espalda baja por tu brazo o pierna, o si también tienes entumecimiento, hormigueo o debilidad.",Hernia de disco
"Acidez estomacal
Regurgitación de comida o líquido a la boca 
Retroceso de ácido estomacal al esófago (reflujo ácido)
Dificultad para tragar
Dolor abdominal o en el pecho
Sentirse lleno poco después de comer
Falta de aire
Vómitos con sangre o heces de color negro, que pueden indicar sangrado gastrointestinal
Cuándo consultar con el médico
Consulta con tu médico si tienes algún signo o síntoma persistente que te preocupe.",Hernia de hiato
"Náuseas, vómitos o ambos
Fiebre
Dolor repentino que se intensifica rápidamente
Un bulto de la hernia que se pone rojo, violáceo o de color oscuro
Incapacidad para evacuar el intestino o eliminar gases
Cuándo consultar con el médico
Busca atención médica inmediata si el bulto de la hernia se vuelve de color rojo, violáceo u oscuro, o si presentas otros signos o síntomas de una hernia estrangulada.
Consulta al médico si tienes un bulto doloroso o evidente en la ingle, al costado del hueso púbico. Es probable que el bulto sea más evidente cuando estás de pie y, por lo general, se puede sentir si pones la mano directamente sobre el área afectada.",Hernia inguinal
"Parece tener dolor
Empieza a vomitar
Tiene sensibilidad, hinchazón o decoloración en el sitio de la hernia
Las pautas para los adultos son parecidas. Habla con el médico si tienes un bulto cerca del ombligo. Busca atención de emergencia si el bulto se vuelve doloroso y sensible al tacto. Un diagnóstico y un tratamiento inmediatos pueden ayudarte a prevenir las complicaciones.",Hernia umbilical
"Ardor, hormigueo y picazón donde la infección ingresó por primera vez al cuerpo
Dolor en la espalda lumbar, en los glúteos y en las piernas
Sin embargo, por lo general, las recurrencias son menos dolorosas que el brote original y, a menudo, las llagas se curan con mayor rapidez.
Cuándo debes consultar a un médico
Si sospechas que tienes herpes genital, o cualquier otra infección de transmisión sexual, consulta con tu médico.",Herpes genital
"Tienes un sistema inmunitario debilitado
El herpes labial no se cura en dos semanas
Los síntomas son graves
Tienes recurrencias frecuentes de herpes labial
Sientes irritación en los ojos",Herpes labial
"Llanto agudo
Problemas para succionar o alimentarse
Vómitos recurrentes sin causa aparente
Una falta de voluntad para mover la cabeza o acostarse
Dificultad para respirar
Convulsiones
Busca atención médica de inmediato si se presentan otros signos o síntomas en personas de cualquier grupo etario.
Debido a que más de una enfermedad puede ocasionar los problemas asociados con la hidrocefalia, es importante obtener un diagnóstico rápido y atención médica adecuada.",Hidrocefalia
"Muchas veces, la única indicación de un hidrocele es una hinchazón sin dolor en ambos testículos.
Los hombres adultos con hidrocele pueden sufrir molestias debido al peso del escroto hinchado. El dolor, por lo general, es más intenso al aumentar el tamaño de la inflación. En ocasiones, las partes hinchadas pueden no estar tan hinchadas por la mañana y agrandarse durante el día.
Cuándo consultar al médico
Consulta con tu médico si tú o tu hijo tienen inflamación escrotal. Es importante descartar otras causas de la hinchazón que puedan requerir tratamiento. Por ejemplo, un hidrocele puede asociarse a un punto débil en la pared abdominal que permite que un tramo del intestino se extienda hacia el escroto (hernia inguinal).
Normalmente, una hidrocele en bebés desaparece por sí sola. Sin embargo, si el hidrocele de tu bebé no desaparece después de un año o si aumenta de tamaño, pídele al médico de tu hijo que examine el hidrocele nuevamente.
Obtén tratamiento médico de inmediato si tú o tu hijo comienzan a padecer hinchazón o dolor grave y repentino en el escroto, especialmente después de varias horas de una lesión en el escroto. Estos signos y síntomas pueden ocurrir por varias afecciones, como el bloqueo del flujo sanguíneo en un testículo (torsión testicular). La torsión testicular se debe tratar a horas del comienzo de los signos y síntomas para poder salvar el testículo.",Hidrocele
"Es doloroso
No mejora en unas pocas semanas.
Regresa a las pocas semanas de tratamiento.
Aparece en varios lugares.
Te provoca brotes a menudo.
Si ya has recibido un diagnóstico de hidrosadenitis supurativa, ten en cuenta que los signos de advertencia de un brote de la enfermedad son a menudo similares a los que se produjeron originalmente. También presta atención a cualquier signo o síntoma nuevo. Esto puede indicar un brote o una complicación del tratamiento.
Es posible que necesites ver a un especialista en afecciones de la piel (dermatólogo) o a un cirujano para recibir atención a largo plazo.",Hidrosadenitis supurativa
"Los riñones. El exceso de calcio hace que los riñones trabajen más duro para filtrarlo. Esto puede provocar sed excesiva y micción frecuente.
Los riñones.
Aparato digestivo. La hipercalcemia puede causar malestar estomacal, náuseas, vómitos y estreñimiento.
Aparato digestivo.
Huesos y músculos. En la mayoría de los casos, el exceso de calcio en la sangre proviene de los huesos, lo cual los debilita. Esto puede causar dolor en los huesos y debilidad muscular.
Huesos y músculos.
Cerebro. La hipercalcemia puede interferir en el funcionamiento del cerebro, lo que provoca confusión, letargo y fatiga. También puede causar depresión.
Cerebro.
Corazón. En raras ocasiones, la hipercalcemia grave puede interferir en la función cardíaca, lo cual causa palpitaciones y desmayos, indicaciones de arritmia cardíaca y otros problemas cardíacos.
Corazón.
Cuándo debes consultar a un médico
Contacta con el médico si desarrollas signos y síntomas que puedan indicar hipercalcemia, como tener mucha sed, orinar con frecuencia y tener dolor abdominal.",Hipercalcemia
"El colesterol alto es un problema médico frecuente, pero muchas veces es el resultado de elecciones de vida que no son sanas, y por lo tanto se puede prevenir y tratar. Con un antecedente familiar de hipercolesterolemia, el riesgo de tener colesterol alto es mayor porque un defecto (mutación) en un gen cambia la manera en que el cuerpo procesa el colesterol. Esta mutación hace que el cuerpo no pueda sacar de la sangre el colesterol de las lipoproteínas de baja densidad, el colesterol «malo». Como resultado, las placas pueden causar que tus arterias se achiquen y se endurezcan, lo que hace que se incremente el riesgo de una enfermedad cardíaca. Un examen genético puede determinar si tienes esta mutación.
Esta mutación en los genes se pasa de padres a hijos. Para tener esta enfermedad, los niños tienen que heredar una copia alterada de un gen de uno de los padres. Muchas personas con hipercolesterolemia familiar tienen un gen afectado y otro normal. En pocos casos, una persona hereda una copia afectada de ambos padres, que puede llevar a una complicación más grave de la enfermedad.",Hipercolesterolemia familiar
"Visión borrosa
Zumbido en los oídos (tinnitus)
Alteraciones del sueño
Irritabilidad
Dificultad para concentrarse
Problemas de memoria
Depresión
Cuándo debes consultar con un médico
Consulta a tu médico si sientes dolor de cuello u otros síntomas de latigazo cervical después de un accidente automovilístico, una lesión causada por deportes u otra lesión traumática. Es importante obtener un diagnóstico rápido y preciso, y descartar huesos rotos u otros daños que puedan causar o empeorar los síntomas.",Hiperextensión cervical
"Si tienes diarrea o vómitos constantes, pero puedes tolerar algunos alimentos o bebidas
Si tienes fiebre durante más de 24 horas
Si el nivel de glucosa en la sangre está por encima de los 240 mg/dl (13,3 mmol/l) aunque hayas tomado los medicamentos para la diabetes
Si tienes dificultades para mantener el nivel de glucosa en la sangre dentro de los valores deseados",Hiperglicemia en la diabetes
"La sudoración perturba tu rutina diaria
La sudoración causa angustia emocional o retraimiento social
Repentinamente comienzas a sudar más de lo habitual
Tienes sudoraciones nocturnas sin razón aparente",Hiperhidrosis
"Un examen inicial a los 40 años
Cada dos a cuatro años entre los 40 y 54 años
Cada uno a tres años entre los 55 y 64 años
Cada uno o dos años a partir de los 65 años
Si usas anteojos o lentes de contacto, o tienes una enfermedad que afecta la vista, como la diabetes, probablemente tengas que hacerte un examen ocular periódicamente. Pregúntale al oculista con qué frecuencia debes programar las citas. Sin embargo, si notas algún problema en la vista, programa una cita con tu oculista lo más pronto posible, aunque te hayas hecho un examen ocular recientemente. La visión borrosa, por ejemplo, puede ser una señal de que necesitas un cambio en tu graduación, o podría indicar la existencia de otro problema.
Niños y adolescentes
Los niños deben realizarse exámenes de detección de problemas oculares y hacerse controles de la vista con un pediatra, un oftalmólogo, un optometrista u otro profesional capacitado para detectar enfermedades en los ojos en las siguientes edades e intervalos.
A los 6 meses
A los 3 años
Antes del primer grado y cada dos años durante los años escolares, en los controles del niño sano, o durante la edad escolar o los exámenes de detección públicos",Hipermetropía
"Rigidez. La rigidez podría ser más perceptible a la mañana.
Rigidez.
Dolor. Podrías sentir dolor en la espalda o en otras zonas afectadas, como el hombro, el codo, la rodilla o el talón.
Dolor.
Pérdida de la amplitud de movimientos. Podrías notarlo más cuando te estiras de lado a lado.
Pérdida de la amplitud de movimientos.
Dificultad para tragar o voz ronca. Podrías tener estos síntomas si padeces hiperostosis esquelética idiopática diseminada en el cuello.
Dificultad para tragar o voz ronca.
Cuándo debes consultar con un médico
Pide una consulta con el médico si tienes rigidez o dolor persistentes en una articulación o en la espalda.",Hiperostosis esquelética idiopática difusa
"Dolor de espalda intenso o repentino
Dolor en la zona de debajo de las costillas en la espalda (costado) que no desaparece
Sangre en la orina
Necesidad frecuente de orinar
Dolor al orinar
Escalofríos o fiebre",Hiperoxaluria y oxalosis
"Osteoporosis
Cálculos renales
Orina excesiva
Dolor abdominal
Cansarse fácilmente o debilidad
Depresión o falta de memoria
Dolor en los huesos y las articulaciones
Quejas frecuentes de enfermedad sin causa aparente
Náuseas, vómitos o pérdida de apetito
Cuándo debes consultar a un médico
Visita al médico si tienes algún signo o síntoma de hiperparatiroidismo. Diversos trastornos pueden ocasionar estos síntomas, algunos con complicaciones graves. Es importante obtener un diagnóstico rápido y preciso así como un tratamiento adecuado.",Hiperparatiroidismo
"La hiperplasia atípica generalmente no provoca ningún síntoma específico.
Cuándo debes consultar a un médico
Haz una cita con el médico si tienes signos o síntomas que te preocupan.
A menudo, la hiperplasia atípica se descubre con una biopsia de la mama, que se realiza para investigar una anomalía detectada en una mamografía o ecografía. En ocasiones, la hiperplasia atípica se detecta en una biopsia que se realiza para estudiar un problema en las mamas, como un bulto o una secreción por el pezón.",Hiperplasia atípica de la mama
"Infección de las vías urinarias
Inflamación de la próstata (prostatitis)
Estrechamiento de la uretra (constricción de la uretra)
Formación de cicatrices en el cuello de la vejiga como resultado de cirugías previas
Cálculos en los riñones o en la vejiga
Problemas de los nervios que controlan la vejiga
Cáncer de próstata o de vejiga
Cuándo debes consultar con un médico
Si tienes problemas urinarios, coméntalos con el médico. Aun si los síntomas urinarios no son molestos, es importante identificar o descartar causas de fondo. Los problemas urinarios sin tratar pueden provocar la obstrucción de las vías urinarias.
Si no logras orinar en absoluto, busca atención médica inmediata.",Hiperplasia prostática benigna
"Early appearance of pubic hair
Rapid growth during childhood, an advanced bone age and shorter predicted final height
When to see a doctor
Classic CAH is usually detected at birth through required newborn screening or when female babies have ambiguous genitalia. CAH may also be identified when male or female babies show signs of severe illness due to low levels of cortisol, aldosterone or both.
In children who have nonclassic CAH, signs and symptoms of early puberty may appear. If you have concerns about your child's growth or development, make an appointment with your child's doctor.
If you are pregnant and may be at risk of CAH because of your own medical history or your ethnicity, ask your doctor about genetic counseling.",Hiperplasia suprarrenal congénita
"Falta de aire (disnea), en un inicio mientras haces ejercicio y con el tiempo durante el descanso
Fatiga
Mareos o episodios de desmayos (síncope)
Presión o dolor en el pecho
Hinchazón (edema) en los tobillos, las piernas y, con el tiempo, en el abdomen (ascitis)
Color azulado en los labios y la piel (cianosis)
Pulso acelerado o palpitaciones del corazón",Hipertensión pulmonar
"presión arterial sistólica por encima de los 180 milímetros de mercurio (mm Hg) o presión arterial diastólica por encima de los 120 mm Hg
Presión arterial alta que ya no responde al medicamento que previamente controlaba tu presión arterial
Presión arterial alta de aparición repentina antes de los 30 años o después de los 55 años
Ausencia de antecedentes familiares de presión arterial alta
Ausencia de obesidad
Cuándo consultar al médico
Si tienes una enfermedad que puede causar la hipertensión secundaria, es posible que necesites controlar la presión arterial con mayor frecuencia. Consulta con el médico con qué frecuencia se debe verificar la presión arterial.",Hipertensión secundaria
"Rigidez muscular severa o espasmos
Respiración rápida y superficial y problemas de bajo oxígeno y alto dióxido de carbono
Frecuencia cardíaca acelerada
Ritmo cardíaco anormal
Temperatura corporal peligrosamente elevada
Hiperhidrosis
Color de piel irregular y desigual (piel moteada)
Cuándo debes consultar a un médico
Si se sabe que alguien de tu familia corre el riesgo de tener hipertermia maligna y tú necesitas que te den anestesia, es importante que se lo digas al médico y al especialista en anestesia (anestesiólogo). En su lugar se pueden utilizar otros medicamentos.",Hipertermia maligna
"Ojos secos
Ojos enrojecidos o inflamados
Lagrimeo excesivo o malestar en uno o ambos ojos.
Sensibilidad a la luz, visión borrosa o doble, inflamación o reducción de movimiento de los ojos.
Globos oculares prominentes
Cuándo debes consultar con un médico
Si experimentas pérdida de peso inexplicable, ritmo cardíaco acelerado, sudoración inusual, inflamación en la base del cuello u otros síntomas y signos asociados con el hipertiroidismo, debes consultar con el médico. Es importante describir completamente los cambios que hayas observado, ya que cualquier síntoma del hipertiroidismo puede estar asociado con varias enfermedades.
Si recibiste o si actualmente recibes tratamiento para el hipertiroidismo, consulta con el médico con regularidad según las recomendaciones para que él o ella puedan controlar tu enfermedad.",Hipertiroidismo (tiroides hiperactiva)
"Sientes dolor en el pecho que dura más de unos minutos
Tienes mucha dificultad para respirar
Sientes aturdimiento grave o pérdida del conocimiento
Tienes un repentino y fuerte dolor de cabeza, dificultad para hablar o debilidad en un lado del cuerpo
Si presentas dificultad para respirar leve u otros síntomas, como palpitaciones, consulta con un médico.
Si tienes presión arterial alta u otra enfermedad que aumenta el riesgo de hipertrofia del ventrículo izquierdo, es probable que el médico recomiende consultas regulares para controlar el corazón.",Hipertrofia ventricular izquierda
"El hipo es un síntoma. En ocasiones, puede estar acompañado de una sensación leve de tensión en el pecho, el abdomen o la garganta.
Cuándo consultar al médico
Pide una consulta para ver a tu médico si el hipo dura más de 48 horas o si es tan intenso que causa problemas para comer, dormir o respirar.",Hipo
"Tienes síntomas que pueden ser de hipoglucemia y no tienes diabetes
Tienes diabetes y la hipoglucemia no responde al tratamiento, como tomar jugo o refrescos que no son de dieta, comer dulces o tomar tabletas de glucosa
Busca ayuda de urgencia si alguien con diabetes o antecedentes de hipoglucemia tiene síntomas de hipoglucemia grave, o pierde el conocimiento.",Hipoglucemia
"No le inyectes insulina, ya que esto hará que los niveles de glucosa en la sangre bajen aún más
No le des líquidos ni alimentos, porque podrían causar atragantamiento
Dale glucagón, una hormona que estimula la liberación de glucosa en la sangre, por inyección o por vía nasal
Llama al 911 o a los servicios de emergencia de tu área para que le administren tratamiento inmediato si no tienes glucagón
Si tienes síntomas de hipoglucemia muchas veces por semana o más, consulta con el médico. Es posible que debas cambiar las dosis de los medicamentos o el horario en que los tomas, o modificar el programa de tratamiento de la diabetes.",Hipoglucemia diabética
"Dificultad para concentrarse
Calores
Cuándo consultar al médico
Consulta a un médico si tienes síntomas de hipogonadismo masculino. Encontrar la causa del hipogonadismo es un primer paso importante para obtener el tratamiento adecuado.",Hipogonadismo masculino
"Náuseas y vómitos
Dolor de cabeza
Desorientación
Pérdida de energía, somnolencia y cansancio
Agitación e irritabilidad
Debilidad, espasmos o calambres musculares
Convulsiones
Coma
Cuándo debes consultar a un médico
Busca atención de emergencia para cualquiera que manifieste signos y síntomas graves de hiponatremia, como náuseas y vómitos, desorientación, convulsiones o pérdida de la consciencia.
Llama al médico si sabes que estás en riesgo de tener hiponatremia y sientes náuseas, dolor de cabeza, calambres o debilidad. Según el grado y la duración de estos signos y síntomas, el médico puede recomendar que busques atención médica de inmediato.",Hiponatremia
"Hormigueo o ardor en las puntas de los dedos de las manos, los pies y los labios
Dolores musculares o calambres en las piernas, los pies, el estómago o el rostro
Contracciones o espasmos en los músculos, en particular alrededor de la boca, pero también en las manos, los brazos y la garganta
Fatiga o debilidad
Períodos menstruales dolorosos
Pérdida del cabello irregular
Piel seca y áspera
Uñas frágiles
Depresión o ansiedad
Cuándo debes consultar a un médico
Si tienes signos o síntomas asociados con el hipoparatiroidismo, consulta con el médico para una evaluación. Contacta con el médico inmediatamente si tienes una convulsión o tienes dificultad para respirar. Ambas pueden ser complicaciones del hipoparatiroidismo.",Hipoparatiroidismo
"Abertura de la uretra fuera de la punta del pene
Curvatura descendente del pene (encordamiento)
Aspecto «encapuchado» del pene debido a que solo la mitad superior del pene está cubierta con el prepucio
Rociado anormal de la orina
Cuándo consultar con el médico
A la mayoría de los bebés con hipospadias se los diagnostica poco tiempo después del nacimiento, cuando todavía se encuentran en el hospital. Sin embargo, un desplazamiento leve de la abertura de la uretra (meato urinario) puede ser sutil y más difícil de identificar. Habla con el médico si tienes inquietudes acerca del aspecto del pene de tu hijo o si notas problemas cuando orina.",Hipospadias
"Mareo o aturdimiento al estar de pie
Visión borrosa
Debilidad
Desmayos (síncope)
Desorientación
Náuseas
Cuándo debes consultar a un médico
Los mareos o desvanecimientos ocasionales pueden ser bastante leves, provocados por una leve deshidratación, un bajo nivel de glucosa en la sangre o el sobrecalentamiento. Los mareos o el vértigo también pueden producirse al ponerte de pie después de estar sentado durante mucho tiempo. Si estos síntomas solo ocurren ocasionalmente, probablemente no haya motivo de preocupación.
Es importante que veas al médico si tienes síntomas frecuentes de hipotensión ortostática, porque puede indicar problemas graves. Es aún más urgente ver a un médico si pierdes la conciencia, aunque sea por unos pocos segundos.
Lleva un registro de sus síntomas, cuándo ocurrieron, cuánto tiempo duraron y qué estabas haciendo en ese momento. Si esto ocurre en momentos peligrosos, como cuando se estás conduciendo, habla con el médico.",Hipotensión ortostática (hipotensión postural)
"Escalofríos
Hablar arrastrando las palabras o balbuceo
Respiración lenta y superficial
Pulso débil
Torpeza o falta de coordinación
Somnolencia o muy poca energía
Desorientación o pérdida de memoria
Pérdida del conocimiento
Piel de color rojo brillante y fría (en bebés)
Una persona con hipotermia, generalmente no es consciente de la afección porque los síntomas suelen presentarse progresivamente. Además, la confusión de pensamiento relacionada con la hipotermia evita que uno sea consciente de lo que le ocurre. La confusión de pensamiento también puede provocar una conducta arriesgada.
Cuándo debes consultar a un médico
Llama al 911 o al número de emergencia local si sospechas que alguien tiene hipotermia.
Mientras esperas que llegue la ayuda de emergencia, lleva suavemente a la persona adentro si es posible. Los movimientos bruscos pueden ocasionar latidos del corazón irregulares peligrosos. Con cuidado quítale la ropa mojada, sustitúyela por abrigos o mantas calientes y secas.",Hipotermia
"Crecimiento deficiente, que tiene como resultado una baja estatura
Retraso en el desarrollo de los dientes permanentes
Pubertad tardía
Desarrollo mental deficiente
Cuándo consultar al médico
Consulta a tu médico si te sientes cansado sin ningún motivo o si tienes otros signos y síntomas de hipotiroidismo, como piel seca, hinchazón y palidez en la cara, estreñimiento o voz ronca.
Si recibes terapia hormonal para el hipotiroidismo, programa visitas de seguimiento con la frecuencia que recomiende tu médico. Al principio, es importante que te asegures de que estás recibiendo la dosis de medicamento adecuada. Además, con el paso del tiempo la dosis que necesitas puede cambiar.",Hipotiroidismo (tiroides hipoactiva)
"Engrosamiento de la voz
Calvicie
Acné
Disminución del tamaño de los senos
Aumento de la masa muscular
Agrandamiento del clítoris
Cuándo debes consultar con un médico
Si crees que tienes demasiado vello grueso en la cara o el cuerpo, habla con tu médico sobre las opciones de tratamiento.
El exceso de vello facial o corporal suele ser un síntoma de un problema médico de fondo. Consulta a tu médico para que lo evalúe si al cabo de unos meses experimentas un crecimiento intenso o rápido de vello en la cara o el cuerpo, o signos de virilización. Es posible que te remitan a un médico que se especialice en trastornos hormonales (endocrinólogo) o problemas de la piel (dermatólogo).",Hirsutismo
"Fiebre
Escalofríos
Dolor de cabeza
Dolores musculares
Tos seca
Molestia en el pecho
Fatiga
En algunas personas, la histoplasmosis también puede causar dolor articular y erupción. Las personas que tienen una enfermedad pulmonar, como enfisema, pueden contraer una forma crónica de histoplasmosis.
Los signos de la histoplasmosis crónica pueden incluir pérdida de peso y tos con sangre. Los síntomas de la histoplasmosis crónica son, a veces, similares a los de la tuberculosis.
Histoplasmosis grave
La forma de histoplasmosis más grave se presenta, principalmente, en bebés y en personas con el sistema inmunitario deprimido. La llamada histoplasmosis diseminada puede afectar a casi cualquier parte del cuerpo, incluidos la boca, el hígado, el sistema nervioso central, la piel y las glándulas suprarrenales. Si la histoplasmosis diseminada no se trata, generalmente es mortal.
Cuándo consultar al médico
Comunícate con el médico si tienes síntomas similares a los de la influenza tras la exposición a excrementos de aves o de murciélagos, especialmente si tienes un sistema inmunitario debilitado.",Histoplasmosis
